Proveedor,División,Departamento,Fecha Proceso,Documento (OC - GR),Marca,Tipo Producto,Tipo Marca,Sucursal Destino,Tarifas S/. CROSS,Tarifas S/. PICK,Tarifas S/. DEV,Unidades CROSS,Unidades PICK,Unidades DEV,Stock S/. CROSS,Stock S/. PICK,Stock S/. DEV,Costo Log S/. CROSS,Costo Log S/. PICK,Costo Log S/. DEV
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,15/10/2021,2455716,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,5012,,,232344.73,,,1120.88,,
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076463,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,14,,,434,,,15.97
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076439,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,23,,,699,,,26.23
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076460,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,38,,,1205,,,43.34
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076440,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,28,,,840,,,31.94
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076443,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,36,,,1126,,,41.06
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076456,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,22,,,707,,,25.09
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076432,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,21,,,630,,,23.95
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076434,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,22,,,667,,,25.09
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076464,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,16,,,492,,,18.25
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076429,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,22,,,661,,,25.09
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076421,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,40,,,1206,,,45.62
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076467,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,13,,,398,,,14.83
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076425,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,38,,,1149,,,43.34
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076484,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,16,,,513,,,18.25
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076473,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,2,,,60,,,2.28
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076446,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,17,,,515,,,19.39
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076447,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,26,,,791,,,29.65
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076426,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,40,,,1211,,,45.62
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076479,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,26,,,797,,,29.65
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076452,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,64,,,1926,,,73.00
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076438,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,16,,,483,,,18.25
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076483,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,24,,,800,,,27.37
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076462,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,44,,,1493,,,50.18
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076454,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,19,,,592,,,21.67
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076433,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,21,,,640,,,23.95
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076453,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,26,,,804,,,29.65
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,2455715,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,80,,,3544.46,,,74.25,
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076480,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,41,,,1265,,,46.76
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076485,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,15,,,485,,,17.11
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076470,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,45,,,1356,,,51.33
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076449,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,32,,,962,,,36.50
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076424,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,47,,,1420,,,53.61
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076428,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,11,,,330,,,12.55
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076427,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,6,,,180,,,6.84
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076441,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,11,,,336,,,12.55
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076474,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,33,,,1047,,,37.64
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076450,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,28,,,843,,,31.94
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076442,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,81,,,2448,,,92.39
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076430,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,20,,,601,,,22.81
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076478,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,33,,,990,,,37.64
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076445,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,2,,,60,,,2.28
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076423,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,47,,,1418,,,53.61
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076448,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,21,,,630,,,23.95
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076471,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,27,,,818,,,30.80
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076481,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,3,,,90,,,3.42
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076468,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,21,,,638,,,23.95
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076436,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,25,,,756,,,28.51
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076475,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,53,,,1592,,,60.45
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076451,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,24,,,764,,,27.37
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076459,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,2,,,60,,,2.28
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076420,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,38,,,1264,,,43.34
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076431,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,19,,,574,,,21.67
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076437,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,17,,,510,,,19.39
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076435,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,5,,,150,,,5.70
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076466,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,12,,,363,,,13.69
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076444,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,23,,,711,,,26.23
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076461,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,35,,,1050,,,39.92
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076477,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,4,,,120,,,4.56
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076487,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,1,,,30,,,1.14
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076482,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,35,,,1055,,,39.92
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076455,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,20,,,622,,,22.81
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076422,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,34,,,1020,,,38.78
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076457,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,24,,,724,,,27.37
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076465,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,29,,,870,,,33.08
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076472,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,39,,,1183,,,44.48
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076469,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,11,,,332,,,12.55
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076458,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,25,,,750,,,28.51
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076476,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,1,,,30,,,1.14
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,5460076486,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.00,1.14,,,3,,,90,,,3.42
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,20/10/2021,2458826,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,244,,,13867.44,,,226.46,
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,30/09/2021,2453391,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,754,,,26346.14,,,168.62,,
PRIDE CORPORATION S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,24/09/2021,2451608,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,86,,,6607.32,,,79.82,
PRIDE CORPORATION S.A.C.,INFANTIL,MARCAS NACIONAL NINO,14/10/2021,2455993,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,122,,,4662.04,,,27.28,,
PRIDE CORPORATION S.A.C.,INFANTIL,MARCAS NACIONAL NINO,11/10/2021,2455992,DUNKELVOLK,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,18,,,906.12,,,16.71,
PROCESOS DE COLOR S A (PROCOLOR S.A,ELECTROHOGAR,FOTOGRAFIA,12/10/2021,2456912,FUJIFILM,PQ,TERCERAS,CD Villa El Salvador,0.17,0.00,0.00,45,,,1735.2,,,7.80,,
PROCESOS DE COLOR S A (PROCOLOR S.A,ELECTROHOGAR,FOTOGRAFIA,12/10/2021,2456911,FUJIFILM,PQ,TERCERAS,CD Villa El Salvador,0.00,0.17,0.00,,105,,,4048.8,,,18.21,
PROCESOS DE COLOR S A (PROCOLOR S.A,ELECTROHOGAR,FOTOGRAFIA,12/10/2021,2456911,FUJIFILM,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,127,,,36071.81,,,352.19,
PRODUCTOS PARAISO DEL PERU S.A.C.,DECOHOGAR,DORMITORIO,27/09/2021,5460075973,PARAISO,BT - OTROS,TERCERAS,CD Villa El Salvador,0.00,0.00,33.69,,,6,,,6939,,,202.15
PRODUCTOS PARAISO DEL PERU S.A.C.,DECOHOGAR,DORMITORIO,23/09/2021,5460075939,PARAISO,BT - OTROS,TERCERAS,CD Villa El Salvador,0.00,0.00,33.69,,,2,,,2654,,,67.38
PRODUCTOS PARAISO DEL PERU S.A.C.,OTROS,PROMOCIONES MISCELANEO,01/10/2021,2452955,PARAISO,SB,TERCERAS,CD Villa El Salvador,0.49,0.00,0.00,144500,,,97825,,,71401.73,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,21/09/2021,2451547,CLARINS,PQ,TERCERAS,CD Villa El Salvador,0.17,0.00,0.00,100,,,1,,,17.34,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,14/10/2021,2456511,CAROLINA HERRERA,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,219,,,49174.84,,,39.18,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,14/10/2021,2456511,JEAN PAUL GAULTIER,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,254,,,52192.71,,,45.44,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,14/10/2021,2456511,MOSCHINO,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,41,,,7838.69,,,7.34,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,14/10/2021,2456511,NINA RICCI,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,50,,,9207.25,,,8.95,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,14/10/2021,2456511,PACO RABANNE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,346,,,76010.49,,,61.90,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,14/10/2021,2456511,VERSACE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,147,,,31654.07,,,26.30,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,14/10/2021,2456963,CLARINS,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,117,,,9922.77,,,20.93,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,15/10/2021,2458378,CAROLINA HERRERA,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,1671,,,201528.33,,,298.96,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,15/10/2021,2458378,CLARINS,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,96,,,26159.98,,,17.18,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,15/10/2021,2458378,JEAN PAUL GAULTIER,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,62,,,13959.3,,,11.09,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,15/10/2021,2458378,PACO RABANNE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,330,,,71311.25,,,59.04,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,15/10/2021,2458378,VERSACE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,479,,,43078.77,,,85.70,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,16/10/2021,2458378,CAROLINA HERRERA,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,1710,,,184547.95,,,305.94,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,16/10/2021,2458378,CLARINS,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,19,,,5193.07,,,3.40,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,16/10/2021,2458378,JEAN PAUL GAULTIER,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,38,,,8555.7,,,6.80,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,16/10/2021,2458378,PACO RABANNE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,361,,,77977.3,,,64.59,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,16/10/2021,2458378,VERSACE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,592,,,46430.04,,,105.92,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,05/10/2021,2455004,CLARINS,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,388,,,69679.82,,,69.42,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,05/10/2021,2453525,PACO RABANNE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,112,,,29536.64,,,20.04,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,05/10/2021,2453509,JEAN PAUL GAULTIER,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,220,,,42696.3,,,39.36,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,24/09/2021,2451882,CAROLINA HERRERA,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,111,,,29539.57,,,19.86,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,24/09/2021,2451882,PACO RABANNE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,137,,,30375.53,,,24.51,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,24/09/2021,2452571,CAROLINA HERRERA,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,36,,,8761.68,,,6.44,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,29/09/2021,2453803,CAROLINA HERRERA,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,121,,,24948.64,,,21.65,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,29/09/2021,2453803,JEAN PAUL GAULTIER,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,106,,,17019.8,,,18.96,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,29/09/2021,2453803,PACO RABANNE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,81,,,16450.46,,,14.49,,
PUIG PERU S.A.,BELLEZA,PERF. SELECTIVA,29/09/2021,2453803,VERSACE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,27,,,7232.22,,,4.83,,
PUIG PERU S.A.,BELLEZA,PERF. SEMI-SELECTIVA,21/09/2021,2451543,SHAKIRA,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,154,,,7756.99,,,27.55,,
PUIG PERU S.A.,BELLEZA,PERF. SEMI-SELECTIVA,14/10/2021,2456935,ANTONIO BANDERAS,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,9000,,,182430,,,1610.20,,
PUIG PERU S.A.,BELLEZA,PERF. SEMI-SELECTIVA,14/10/2021,2456935,BENETTON,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,4115,,,83411.05,,,736.22,,
PUIG PERU S.A.,BELLEZA,PERF. SEMI-SELECTIVA,15/10/2021,2457125,ADOLFO DOMINGUEZ,PQ,TERCERAS,CD Villa El Salvador,0.17,0.00,0.00,296,,,2.96,,,51.33,,
PUIG PERU S.A.,BELLEZA,PERF. SEMI-SELECTIVA,15/10/2021,2458323,ADOLFO DOMINGUEZ,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,296,,,29910.8,,,52.96,,
PUIG PERU S.A.,BELLEZA,PERF. SEMI-SELECTIVA,12/10/2021,2455444,BENETTON,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,1242,,,110143.92,,,222.21,,
PUIG PERU S.A.,BELLEZA,PERF. SEMI-SELECTIVA,12/10/2021,2456927,ANTONIO BANDERAS,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,2148,,,87230.28,,,384.30,,
PUIG PERU S.A.,BELLEZA,PERF. SEMI-SELECTIVA,12/10/2021,2456927,PACHA,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,12498,,,253334.46,,,2236.04,,
PUIG PERU S.A.,BELLEZA,PERF. SEMI-SELECTIVA,05/10/2021,2455009,ADIDAS,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,57,,,2499.45,,,10.20,,
PUIG PERU S.A.,BELLEZA,PERF. SEMI-SELECTIVA,05/10/2021,2455009,ADOLFO DOMINGUEZ,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,19,,,1799.3,,,3.40,,
PUIG PERU S.A.,BELLEZA,PERF. SEMI-SELECTIVA,05/10/2021,2455009,AGATHA RUIZ DE LA PRADA,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,45,,,1858.95,,,8.05,,
