Proveedor,División,Departamento,Fecha Proceso,Documento (OC - GR),Marca,Tipo Producto,Tipo Marca,Sucursal Destino,Tarifas S/. CROSS,Tarifas S/. PICK,Tarifas S/. DEV,Unidades CROSS,Unidades PICK,Unidades DEV,Stock S/. CROSS,Stock S/. PICK,Stock S/. DEV,Costo Log S/. CROSS,Costo Log S/. PICK,Costo Log S/. DEV
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,13/10/2021,2454702,PLAY SKOOL,PQ,TERCERAS,CD Villa El Salvador,0.00,0.50,0.00,,56,,,1514.8,,,28.26,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,13/10/2021,2454702,SPIDERMAN,PQ,TERCERAS,CD Villa El Salvador,0.00,1.30,0.00,,336,,,23467.44,,,437.86,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,13/10/2021,2454702,TRANSFORMERS,PQ,TERCERAS,CD Villa El Salvador,0.00,1.31,0.00,,64,,,4506.24,,,84.08,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,13/10/2021,2454702,DISNEY PRINCESAS,PQ,TERCERAS,CD Villa El Salvador,0.00,1.48,0.00,,105,,,8319.87,,,155.23,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,13/10/2021,2454702,BEYBLADE,PQ,TERCERAS,CD Villa El Salvador,0.00,1.98,0.00,,129,,,13708.08,,,255.77,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,24/09/2021,2451678,AVENGERS,PQ,TERCERAS,CD Villa El Salvador,0.49,0.00,0.00,5411,,,143034.07,,,2668.76,,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,24/09/2021,2451678,BABY ALIVE,PQ,TERCERAS,CD Villa El Salvador,0.81,0.00,0.00,414,,,17970.76,,,335.30,,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,24/09/2021,2451678,FUR REAL,SBN,TERCERAS,CD Villa El Salvador,1.21,0.00,0.00,336,,,21706.56,,,405.01,,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,24/09/2021,2451678,HASBRO GAMING,PQ,TERCERAS,CD Villa El Salvador,1.38,0.00,0.00,582,,,43059.9,,,803.42,,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,24/09/2021,2451678,MY LITTLE PONY,PQ,TERCERAS,CD Villa El Salvador,0.77,0.00,0.00,111,,,4603.17,,,85.89,,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,24/09/2021,2451678,NERF,PQ,TERCERAS,CD Villa El Salvador,0.79,0.00,0.00,1753,,,74616.13,,,1392.21,,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,24/09/2021,2451678,PLAY DOH,PQ,TERCERAS,CD Villa El Salvador,0.47,0.00,0.00,3358,,,84048.34,,,1568.19,,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,24/09/2021,2451678,SPIDERMAN,PQ,TERCERAS,CD Villa El Salvador,0.99,0.00,0.00,252,,,13370.48,,,249.47,,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,23/09/2021,2451677,AVENGERS,PQ,TERCERAS,CD Villa El Salvador,0.00,0.91,0.00,,28,,,1364.44,,,25.46,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,23/09/2021,2451677,BABY ALIVE,PQ,TERCERAS,CD Villa El Salvador,0.00,0.37,0.00,,16,,,316.76,,,5.91,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,23/09/2021,2451677,FUR REAL,SBN,TERCERAS,CD Villa El Salvador,0.00,1.62,0.00,,12,,,1040.04,,,19.41,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,23/09/2021,2451677,HASBRO GAMING,PQ,TERCERAS,CD Villa El Salvador,0.00,1.41,0.00,,54,,,4094.82,,,76.40,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,23/09/2021,2451677,MY LITTLE PONY,PQ,TERCERAS,CD Villa El Salvador,0.00,0.77,0.00,,6,,,248.82,,,4.64,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,23/09/2021,2451677,NERF,PQ,TERCERAS,CD Villa El Salvador,0.00,0.66,0.00,,80,,,2816.2,,,52.55,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,23/09/2021,2451677,PLAY DOH,PQ,TERCERAS,CD Villa El Salvador,0.00,0.84,0.00,,58,,,2598.7,,,48.49,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,23/09/2021,2451677,SPIDERMAN,PQ,TERCERAS,CD Villa El Salvador,0.00,0.82,0.00,,20,,,879.24,,,16.41,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,29/09/2021,2453183,BABY ALIVE,PQ,TERCERAS,CD Villa El Salvador,0.00,0.77,0.00,,16,,,656.56,,,12.25,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,29/09/2021,2453183,FUR REAL,PQ,TERCERAS,CD Villa El Salvador,0.00,1.01,0.00,,6,,,324.9,,,6.06,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,29/09/2021,2453183,FUR REAL,SBN,TERCERAS,CD Villa El Salvador,0.00,1.01,0.00,,12,,,649.8,,,12.12,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,29/09/2021,2453183,MY LITTLE PONY,PQ,TERCERAS,CD Villa El Salvador,0.00,0.24,0.00,,8,,,103.92,,,1.94,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,29/09/2021,2453183,NERF,PQ,TERCERAS,CD Villa El Salvador,0.00,0.55,0.00,,20,,,584.36,,,10.90,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,29/09/2021,2453183,PLAY DOH,PQ,TERCERAS,CD Villa El Salvador,0.00,0.24,0.00,,194,,,2511.7,,,46.86,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,29/09/2021,2453183,FROZEN,PQ,TERCERAS,CD Villa El Salvador,0.00,0.85,0.00,,32,,,1459.52,,,27.23,
HASBRO PERU S.R.L.,INFANTIL,JUGUETERIA,29/09/2021,2453183,MARVEL,PQ,TERCERAS,CD Villa El Salvador,0.00,0.54,0.00,,8,,,229.44,,,4.28,
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,14/10/2021,2455197,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.54,0.00,0.00,47,,,8437.91,,,25.23,,
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,14/10/2021,2456890,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.00,2.38,0.00,,24,,,1654.38,,,57.07,
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,14/10/2021,2456891,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.54,0.00,0.00,136,,,9436.56,,,73.00,,
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,30/09/2021,5460076138,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.00,0.00,1.54,,,15,,,1465,,,23.15
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,30/09/2021,5460076137,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.00,0.00,1.54,,,24,,,2160,,,37.03
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,30/09/2021,5460076140,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.00,0.00,1.54,,,13,,,1181,,,20.06
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,30/09/2021,5460076139,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.00,0.00,1.54,,,24,,,2160,,,37.03
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,30/09/2021,5460076142,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.00,0.00,1.54,,,14,,,1261,,,21.60
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,30/09/2021,5460076143,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.00,0.00,1.54,,,20,,,1734,,,30.86
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,30/09/2021,5460076141,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.00,0.00,1.54,,,24,,,1776,,,37.03
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,06/10/2021,2449882,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.54,0.00,0.00,70,,,6445.6,,,37.57,,
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,29/09/2021,2451746,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.54,0.00,0.00,431,,,38986.6,,,231.33,,
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,29/09/2021,2451745,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.00,2.38,0.00,,82,,,7344.74,,,195.00,
HELTEX S.A.,MUJER,MARCAS FORMAL NACIONAL MUJER,29/09/2021,2449882,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,0.54,0.00,0.00,42,,,6027.84,,,22.54,,
HP INC PERU S.R.L.,ELECTROHOGAR,COMPUTACION,30/09/2021,5460076136,HEWLETT PACKARD,SB,TERCERAS,CD Villa El Salvador,0.00,0.00,1.26,,,7,,,3699,,,8.84
HP INC PERU S.R.L.,ELECTROHOGAR,COMPUTACION,30/09/2021,5460076136,HEWLETT PACKARD,J&C,TERCERAS,CD Villa El Salvador,0.00,0.00,1.07,,,15,,,34955,,,16.12
HP INC PERU S.R.L.,ELECTROHOGAR,COMPUTACION,07/10/2021,2424862,HEWLETT PACKARD,SB,TERCERAS,CD Villa El Salvador,0.00,1.58,0.00,,274,,,157845.92,,,433.12,
HP INC PERU S.R.L.,ELECTROHOGAR,COMPUTACION,01/10/2021,2449858,HEWLETT PACKARD,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,198,,,524700,,,549.08,
HP INC PERU S.R.L.,ELECTROHOGAR,COMPUTACION,01/10/2021,2409801,HEWLETT PACKARD,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,98,,,387296,,,271.77,
HP INC PERU S.R.L.,ELECTROHOGAR,COMPUTACION,19/10/2021,2458869,HEWLETT PACKARD,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,262,,,433872,,,726.56,
HP INC PERU S.R.L.,ELECTROHOGAR,COMPUTACION,23/09/2021,5460075938,HEWLETT PACKARD,SB,TERCERAS,CD Villa El Salvador,0.00,0.00,1.26,,,15,,,8102,,,18.95
HP INC PERU S.R.L.,ELECTROHOGAR,COMPUTACION,23/09/2021,5460075938,HEWLETT PACKARD,J&C,TERCERAS,CD Villa El Salvador,0.00,0.00,1.07,,,14,,,32783,,,15.05
ILKO PERU S.A.C.,DECOHOGAR,COCINA,04/10/2021,2455241,ILKO,SB,TERCERAS,CD Villa El Salvador,0.49,0.00,0.00,586,,,17363.76,,,289.56,,
ILKO PERU S.A.C.,DECOHOGAR,COCINA,04/10/2021,2455241,ILKO,SBN,TERCERAS,CD Villa El Salvador,0.43,0.00,0.00,86,,,4154.66,,,36.89,,
INALEN PERU S.A.C.,HOMBRE,ROPA INTERIOR HOMBRE,18/10/2021,2458341,PALMERS,PQ,TERCERAS,CD Villa El Salvador,0.17,0.00,0.00,1108,,,35380.36,,,192.13,,
INALEN PERU S.A.C.,HOMBRE,ROPA INTERIOR HOMBRE,18/10/2021,2458341,PALMERS,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,855,,,39107.7,,,191.21,,
INALEN PERU S.A.C.,HOMBRE,ROPA INTERIOR HOMBRE,18/10/2021,2458340,PALMERS,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,58,,,2652.92,,,53.83,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,DORMITORIO,05/10/2021,5460076196,NTO,PQ,PROPIAS,CD Villa El Salvador,0.00,0.00,0.17,,,1,,,133,,,0.17
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,14/10/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,14,,,11550,,,1277.12,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,25/09/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,15,,,12375,,,1368.34,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,15/10/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,45,,,13680,,,4105.01,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,11/10/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,15,,,12375,,,1368.34,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,27/09/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,15,,,12375,,,1368.34,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,04/10/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,42,,,12768,,,3831.35,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,12/10/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,11,,,9779,,,1003.45,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,13/10/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,42,,,12768,,,3831.35,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,07/10/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,9,,,9711,,,821.00,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,06/10/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,42,,,12768,,,3831.35,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,18/10/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,42,,,12768,,,3831.35,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,01/10/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,26,,,23990,,,2371.79,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,05/10/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,25,,,24315,,,2280.56,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,05/10/2021,5460076196,NTO,BT - MUEBLES,PROPIAS,CD Villa El Salvador,0.00,0.00,60.02,,,1,,,914,,,60.02
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,09/10/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,42,,,12768,,,3831.35,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,24/09/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,15,,,16185,,,1368.34,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,23/09/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,15,,,13335,,,1368.34,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,29/09/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,70,,,38755,,,6385.58,
INDUSTRIA DEL MUEBLE S.A.C,DECOHOGAR,MUEBLES,02/10/2021,2451638,NTO,BT - MUEBLES,PROPIAS,CD ALDEA6,0.00,91.22,0.00,,15,,,12375,,,1368.34,
INDUSTRIAS FLOMAR S.A.C,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,15/10/2021,2457405,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,12,,,396,,,11.14,
INDUSTRIAS FLOMAR S.A.C,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,15/10/2021,2457406,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,2208,,,79864,,,493.80,,
INDUSTRIAS FLOMAR S.A.C,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,2457405,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,127,,,6659.74,,,117.87,
INDUSTRIAS FLOMAR S.A.C,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,11/10/2021,2457406,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,2789,,,147296.36,,,623.73,,
INDUSTRIAS FLOMAR S.A.C,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,18/10/2021,2457406,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,630,,,20790,,,140.89,,
INDUSTRIAS FLOMAR S.A.C,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,01/10/2021,2454955,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,850,,,41277.31,,,190.09,,
INDUSTRIAS FLOMAR S.A.C,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,08/10/2021,2455819,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,128,,,5460.32,,,118.80,
INDUSTRIAS FLOMAR S.A.C,MUJER,MARCAS JUVENIL NACIONAL MUJER,14/10/2021,2457216,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,32,,,1708.16,,,29.70,
INDUSTRIAS FLOMAR S.A.C,MUJER,MARCAS JUVENIL NACIONAL MUJER,14/10/2021,2457217,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,3010,,,131687.54,,,673.15,,
INDUSTRIAS FLOMAR S.A.C,MUJER,MARCAS JUVENIL NACIONAL MUJER,25/09/2021,2451685,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,3571,,,108530.25,,,798.62,,
INDUSTRIAS FLOMAR S.A.C,MUJER,MARCAS JUVENIL NACIONAL MUJER,25/09/2021,2451684,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,57,,,1806.5,,,52.90,
INDUSTRIAS FLOMAR S.A.C,MUJER,MARCAS JUVENIL NACIONAL MUJER,15/10/2021,2452861,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,346,,,18027.52,,,77.38,,
INDUSTRIAS FLOMAR S.A.C,MUJER,MARCAS JUVENIL NACIONAL MUJER,15/10/2021,2452860,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,38,,,1982.72,,,35.27,
INDUSTRIAS FLOMAR S.A.C,MUJER,MARCAS JUVENIL NACIONAL MUJER,16/10/2021,2457216,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,48,,,2928,,,44.55,
INDUSTRIAS FLOMAR S.A.C,MUJER,MARCAS JUVENIL NACIONAL MUJER,16/10/2021,2457217,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,2818,,,138307.58,,,630.22,,
INDUSTRIAS FLOMAR S.A.C,MUJER,MARCAS JUVENIL NACIONAL MUJER,30/09/2021,2453374,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,1431,,,70196.92,,,320.03,,
INDUSTRIAS FLOMAR S.A.C,MUJER,MARCAS JUVENIL NACIONAL MUJER,24/09/2021,2451182,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,4444,,,247675.49,,,993.85,,
INDUSTRIAS FLOMAR S.A.C,MUJER,MARCAS JUVENIL NACIONAL MUJER,24/09/2021,2451181,KANSAS,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,62,,,3467.66,,,57.54,
INDUSTRIAS TEXTILES S.A.C.,DEPORTES,TEXTIL PROPIO DEPORTES,02/10/2021,2454593,REVUP,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,4748,,,101770,,,1061.84,,
INDUSTRIAS TEXTILES S.A.C.,INFANTIL,PROPIAS NINA,01/10/2021,2451334,REVUP,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,2930,,,60260,,,655.26,,
INDUSTRIAS TEXTILES S.A.C.,INFANTIL,PROPIAS NINA,01/10/2021,2451333,REVUP,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,120,,,2590,,,111.37,
INDUSTRIAS TEXTILES S.A.C.,INFANTIL,PROPIAS NINO,20/10/2021,2456592,REVUP,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,120,,,1860,,,111.37,
INDUSTRIAS TEXTILES S.A.C.,INFANTIL,PROPIAS NINO,20/10/2021,2456593,REVUP,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,2880,,,44640,,,644.08,,
INDUSTRIAS TEXTILES S.A.C.,INFANTIL,PROPIAS NINO,01/10/2021,2451522,REVUP,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,76,,,2052,,,70.54,
INDUSTRIAS TEXTILES S.A.C.,INFANTIL,PROPIAS NINO,01/10/2021,2451523,REVUP,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,1974,,,53298,,,441.46,,
INDUSTRIAS WINDSOR S.A.C.,CALZADO,TERCERA CALZADO JUVENIL MODA,23/09/2021,2451616,CHILDRENS CLUB,SHO,TERCERAS,CD Villa El Salvador,0.34,0.00,0.00,600,,,25842,,,201.28,,
INGRAM MICRO S.A.C.,ELECTROHOGAR,COMPUTACION,22/09/2021,5460075930,CANON,SB,TERCERAS,CD Villa El Salvador,0.00,0.00,1.26,,,2,,,846,,,2.53
INGRAM MICRO S.A.C.,ELECTROHOGAR,COMPUTACION,22/09/2021,5460075930,CANON,J&C,TERCERAS,CD Villa El Salvador,0.00,0.00,1.07,,,7,,,3395,,,7.52
INGRAM MICRO S.A.C.,ELECTROHOGAR,COMPUTACION,13/10/2021,2456605,APPLE,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,215,,,789722.66,,,596.22,
INGRAM MICRO S.A.C.,ELECTROHOGAR,COMPUTACION,13/10/2021,2456609,APPLE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,145,,,614207.4,,,25.94,,
INGRAM MICRO S.A.C.,ELECTROHOGAR,COMPUTACION,13/10/2021,2456555,APPLE,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,490,,,794927,,,1358.83,
INGRAM MICRO S.A.C.,ELECTROHOGAR,COMPUTACION,13/10/2021,2456556,APPLE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,73,,,118427.9,,,13.06,,
INGRAM MICRO S.A.C.,ELECTROHOGAR,COMPUTACION,06/10/2021,2455519,APPLE,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,164,,,658978.24,,,454.79,
INGRAM MICRO S.A.C.,ELECTROHOGAR,COMPUTACION,01/10/2021,2454612,AMAZON,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,100,,,44900,,,277.31,
INGRAM MICRO S.A.C.,ELECTROHOGAR,ELECTRONICA MENOR,21/09/2021,2451538,APPLE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,208,,,19626.92,,,37.21,,
INGRAM MICRO S.A.C.,ELECTROHOGAR,ELECTRONICA MENOR,21/09/2021,2451537,APPLE,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,115,,,17789.74,,,318.91,
INGRAM MICRO S.A.C.,ELECTROHOGAR,ELECTRONICA MENOR,19/10/2021,2458789,APPLE,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,172,,,119944.4,,,30.77,,
INGRAM MICRO S.A.C.,ELECTROHOGAR,ELECTRONICA MENOR,19/10/2021,2458788,APPLE,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,858,,,582460,,,2379.35,
INGRAM MICRO S.A.C.,ELECTROHOGAR,FOTOGRAFIA,14/10/2021,2457432,GO PRO,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,91,,,119934.06,,,252.35,
INGRAM MICRO S.A.C.,ELECTROHOGAR,FOTOGRAFIA,14/10/2021,2457433,GO PRO,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,9,,,11593.44,,,1.61,,
INGRAM MICRO S.A.C.,ELECTROHOGAR,TELEFONIA MOVIL,21/09/2021,2451743,APPLE,PQ,TERCERAS,CD Villa El Salvador,0.00,0.17,0.00,,217,,,16315.64,,,37.63,
INGRAM MICRO S.A.C.,ELECTROHOGAR,TELEFONIA MOVIL,21/09/2021,2451744,APPLE,PQ,TERCERAS,CD Villa El Salvador,0.17,0.00,0.00,337,,,26687.48,,,58.44,,
INGRAM MICRO S.A.C.,ELECTROHOGAR,TELEFONIA MOVIL,20/10/2021,2459658,APPLE,PQ,TERCERAS,CD Villa El Salvador,0.00,0.17,0.00,,75,,,7332,,,13.01,
INGRAM MICRO S.A.C.,ELECTROHOGAR,TELEFONIA MOVIL,20/10/2021,2459659,APPLE,PQ,TERCERAS,CD Villa El Salvador,0.17,0.00,0.00,44,,,4301.44,,,7.63,,
INGRAM MICRO S.A.C.,ELECTROHOGAR,TELEFONIA MOVIL,01/10/2021,2453215,APPLE,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,1024,,,1298951.26,,,2839.68,
INGRAM MICRO S.A.C.,ELECTROHOGAR,TELEFONIA MOVIL,24/09/2021,2452820,APPLE,PQ,TERCERAS,CD Villa El Salvador,0.00,0.17,0.00,,34,,,3488.32,,,5.90,
INNOVUS SA,CALZADO,TERCERA CALZADO HOMBRE FORMAL,07/10/2021,2452539,DAUSS,RTW,TERCERAS,CD Villa El Salvador,0.54,0.00,0.00,248,,,34472,,,133.11,,
INNOVUS SA,CALZADO,TERCERA CALZADO HOMBRE FORMAL,07/10/2021,2452539,DAUSS,SHO,TERCERAS,CD Villa El Salvador,0.34,0.00,0.00,1395,,,186430,,,467.97,,
INNOVUS SA,CALZADO,TERCERA CALZADO HOMBRE FORMAL,07/10/2021,2455571,DAUSS,SHO,TERCERAS,CD Villa El Salvador,0.34,0.00,0.00,200,,,31856,,,67.09,,
INNOVUS SA,CALZADO,TERCERA CALZADO HOMBRE FORMAL,29/09/2021,2451839,DAUSS,SHO,TERCERAS,CD Villa El Salvador,0.34,0.00,0.00,564,,,74398,,,189.20,,
INNOVUS SA,CALZADO,TERCERA CALZADO HOMBRE FORMAL,29/09/2021,5460076134,DAUSS,SHO,TERCERAS,CD Villa El Salvador,0.00,0.00,1.38,,,1,,,129,,,1.38
INTCOMEX PERU S.A.C,ELECTROHOGAR,COMPUTACION,20/10/2021,5460076814,HEWLETT PACKARD,J&C,TERCERAS,CD Villa El Salvador,0.00,0.00,1.07,,,2,,,4896,,,2.15
INTCOMEX PERU S.A.C,ELECTROHOGAR,COMPUTACION,20/10/2021,5460076814,HUAWEI,J&C,TERCERAS,CD Villa El Salvador,0.00,0.00,1.07,,,1,,,792,,,1.07
