Proveedor,RUC_PROVEEDOR,División,Departamento,Fecha Proceso,Documento (OC - GR),Marca,Tipo Producto,Tipo Marca,Sucursal Destino,MH,Tarifas S/. CROSS,Tarifas S/. PICK,Tarifas S/. DEV,Unidades CROSS,Unidades PICK,Unidades DEV,Stock S/. CROSS,Stock S/. PICK,Stock S/. DEV,Costo Log S/. CROSS,Costo Log S/. PICK,Costo Log S/. DEV
INGRAM MICRO S.A.C.,2026716322,ELECTROHOGAR,TELEFONIA MOVIL,18/01/2022,2483873,APPLE,PQ,TERCERAS,CD Villa El Salvador,J&C,0.00,0.17,0.00,,100,,,6373,,,17.34,
INGRAM MICRO S.A.C.,2026716322,ELECTROHOGAR,TELEFONIA MOVIL,18/01/2022,2483872,APPLE,PQ,TERCERAS,CD Villa El Salvador,J&C,0.17,0.00,0.00,50,,,3186.5,,,8.67,,
INGRAM MICRO S.A.C.,2026716322,ELECTROHOGAR,ELECTRONICA MENOR,18/01/2022,2483878,APPLE,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,270,,,40519.85,,,48.31,
INGRAM MICRO S.A.C.,2026716322,ELECTROHOGAR,ELECTRONICA MENOR,18/01/2022,2483877,APPLE,J&C,TERCERAS,CD Villa El Salvador,J&C,2.77,0.00,0.00,240,,,87916.85,,,665.55,,
INDUSTRIAS FLOMAR S.A.C,2050578755,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,12/01/2022,2482214,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,22,,,1454.2,,,20.42,,
INDUSTRIAS FLOMAR S.A.C,2050578755,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,12/01/2022,2482215,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,2978,,,147590.9,,,666.00,
INDUSTRIAS FLOMAR S.A.C,2050578755,MUJER,MARCAS JUVENIL NACIONAL MUJER,11/01/2022,2481082,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,40,,,1640.32,,,37.12,,
INDUSTRIAS FLOMAR S.A.C,2050578755,MUJER,MARCAS JUVENIL NACIONAL MUJER,11/01/2022,2481080,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,1121,,,69715.04,,,250.70,
INDUSTRIAS FLOMAR S.A.C,2050578755,MUJER,MARCAS JUVENIL NACIONAL MUJER,11/01/2022,2481079,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,24,,,1545.6,,,22.27,,
INDUSTRIAS FLOMAR S.A.C,2050578755,MUJER,MARCAS JUVENIL NACIONAL MUJER,11/01/2022,2481083,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,1595,,,67423.32,,,356.70,
INDUSTRIAS FLOMAR S.A.C,2050578755,MUJER,MARCAS JUVENIL NACIONAL MUJER,07/01/2022,2481082,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,17,,,864.28,,,15.78,,
INDUSTRIAS FLOMAR S.A.C,2050578755,MUJER,MARCAS JUVENIL NACIONAL MUJER,07/01/2022,2481083,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,1773,,,75947.06,,,396.51,
INDUSTRIAS FLOMAR S.A.C,2050578755,MUJER,MARCAS JUVENIL NACIONAL MUJER,18/01/2022,2481082,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,16,,,616.8,,,14.85,,
INDUSTRIAS FLOMAR S.A.C,2050578755,MUJER,MARCAS JUVENIL NACIONAL MUJER,18/01/2022,2481080,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,2002,,,86180.74,,,447.73,
INDUSTRIAS FLOMAR S.A.C,2050578755,MUJER,MARCAS JUVENIL NACIONAL MUJER,18/01/2022,2481079,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,49,,,2201.56,,,45.48,,
INDUSTRIAS FLOMAR S.A.C,2050578755,MUJER,MARCAS JUVENIL NACIONAL MUJER,18/01/2022,2481083,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,464,,,17887.2,,,103.77,
INDUSTRIAS FLOMAR S.A.C,2050578755,MUJER,MARCAS JUVENIL NACIONAL MUJER,08/01/2022,2481080,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,519,,,28305.6,,,116.07,
INDUSTRIAS FLOMAR S.A.C,2050578755,MUJER,MARCAS JUVENIL NACIONAL MUJER,08/01/2022,2481079,KANSAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,14,,,803.36,,,12.99,,
SOLUTIONS 2 GO PERU LLC SUCURSAL D,2060040864,ELECTROHOGAR,TELEFONIA MOVIL,10/01/2022,5460078043,VOLX,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.00,1.07,,,1,,,511,,,1.07
SOLUTIONS 2 GO PERU LLC SUCURSAL D,2060040864,ELECTROHOGAR,ELECTRONICA MENOR,10/01/2022,5460078046,VOLX,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.00,1.07,,,1,,,121,,,1.07
SOLUTIONS 2 GO PERU LLC SUCURSAL D,2060040864,ELECTROHOGAR,VIDEOJUEGOS,10/01/2022,5460078043,SONY,PQ,TERCERAS,CD Villa El Salvador,J&C,0.00,0.00,0.17,,,2,,,452,,,0.35
SOLUTIONS 2 GO PERU LLC SUCURSAL D,2060040864,ELECTROHOGAR,VIDEOJUEGOS,10/01/2022,5460078046,SONY,PQ,TERCERAS,CD Villa El Salvador,J&C,0.00,0.00,0.17,,,1,,,196,,,0.17
QUE TAL COMPRA DEL PERU S.A.C.,2060184491,ELECTROHOGAR,COMPUTACION,07/01/2022,5460078036,HUAWEI,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.00,1.07,,,1,,,540,,,1.07
QUE TAL COMPRA DEL PERU S.A.C.,2060184491,ELECTROHOGAR,TELEFONIA MOVIL,19/01/2022,2484255,HUAWEI,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,58,,,17694.06,,,10.38,
QUE TAL COMPRA DEL PERU S.A.C.,2060184491,ELECTROHOGAR,TELEFONIA MOVIL,18/01/2022,2484414,HUAWEI,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,24,,,9990,,,4.29,
QUE TAL COMPRA DEL PERU S.A.C.,2060184491,ELECTROHOGAR,TELEFONIA MOVIL,18/01/2022,2484413,HUAWEI,J&C,TERCERAS,CD Villa El Salvador,J&C,2.77,0.00,0.00,96,,,39960,,,266.22,,
QUE TAL COMPRA DEL PERU S.A.C.,2060184491,ELECTROHOGAR,ELECTRONICA MENOR,18/01/2022,2484438,HUAWEI,J&C,TERCERAS,CD Villa El Salvador,J&C,2.77,0.00,0.00,195,,,55527.75,,,540.76,,
QUE TAL COMPRA DEL PERU S.A.C.,2060184491,ELECTROHOGAR,ELECTRONICA MENOR,18/01/2022,2484439,HUAWEI,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,116,,,35485.44,,,20.75,
PANASONIC PERUANA S.A.,2010016584,ELECTROHOGAR,LINEA BLANCA,12/01/2022,5460078048,PANASONIC,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,12.39,,,1,,,996,,,12.39
DISTRIBUIDORA DE RELOJES Y ACCESORI,2049247087,ACCESORIOS,CONCESION,07/01/2022,5460078032,GUESS,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.00,1.07,,,2,,,391,,,2.15
COMERCIAL TBC PERU S.A.C.,2060424425,HOMBRE,INDEX HOMBRE,14/01/2022,2483480,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,588,,,14112,,,545.73,,
COMERCIAL TBC PERU S.A.C.,2060424425,HOMBRE,INDEX HOMBRE,14/01/2022,2483481,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,2512,,,60288,,,561.78,
COMERCIAL TBC PERU S.A.C.,2060424425,HOMBRE,ROBERT LEWIS HOMBRE,20/01/2022,2479577,ROBERT LEWIS,FLT,PROPIAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,2700,,,64800,,,2505.88,,
EPSON PERU S.A.,2039116685,ELECTROHOGAR,COMPUTACION,06/01/2022,5460078030,EPSON,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.00,3.79,,,2,,,1238,,,7.58
INVERSIONES KAYSER S.A.C.,2049246552,MUJER,MARCAS CORSETERIA NACIONAL,10/01/2022,2482049,KAYSER,PQ,TERCERAS,CD Villa El Salvador,FLT,0.00,0.17,0.00,,904,,,19122.15,,,156.75,
INVERSIONES KAYSER S.A.C.,2049246552,MUJER,MARCAS CORSETERIA NACIONAL,10/01/2022,2482048,KAYSER,PQ,TERCERAS,CD Villa El Salvador,FLT,0.17,0.00,0.00,51,,,1024.98,,,8.84,,
TDP CORP S.A.,2010028647,DECOHOGAR,COCINA,07/01/2022,2481601,THERMOS,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,1,,,74.23,,,0.49,
TDP CORP S.A.,2010028647,DECOHOGAR,COCINA,07/01/2022,2481601,THERMOS,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,49,,,3329.42,,,21.02,
TDP CORP S.A.,2010028647,DECOHOGAR,COCINA,18/01/2022,2484466,THERMOS,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,1,,,74.23,,,0.49,
TDP CORP S.A.,2010028647,DECOHOGAR,COCINA,18/01/2022,2484466,THERMOS,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,42,,,2632.78,,,18.02,
TDP CORP S.A.,2010028647,DECOHOGAR,COCINA,03/01/2022,2480136,THERMOS,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,1,,,74.23,,,0.49,
TDP CORP S.A.,2010028647,DECOHOGAR,COCINA,03/01/2022,2480136,THERMOS,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,63,,,3840.24,,,27.03,
PERU FORUS S.A.,2051481127,CALZADO,CALZADO ESCOLAR,19/01/2022,2482870,HUSH-PUPPIES,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,1536,,,115809.6,,,515.27,
PERU FORUS S.A.,2051481127,CALZADO,CALZADO ESCOLAR,19/01/2022,2482869,HUSH-PUPPIES,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,228,,,17134.8,,,336.53,,
SOX SOCIEDAD ANONIMA CERRADA,2054870418,INFANTIL,ROPA INTERIOR INFANTIL,12/01/2022,2480067,HARVEST,PQ,PROPIAS,CD Villa El Salvador,FLT,0.00,0.17,0.00,,3084,,,24900,,,534.77,
SOX SOCIEDAD ANONIMA CERRADA,2054870418,INFANTIL,ROPA INTERIOR INFANTIL,12/01/2022,2480066,HARVEST,PQ,PROPIAS,CD Villa El Salvador,FLT,0.17,0.00,0.00,36,,,288,,,6.24,,
SKAB TRADING S.A.C.,2055121699,DECOHOGAR,DORMITORIO,13/01/2022,2483387,NATIONAL ALLERGY,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,212,,,17781.98,,,104.76,
SKAB TRADING S.A.C.,2055121699,DECOHOGAR,DORMITORIO,04/01/2022,2480555,NATIONAL ALLERGY,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,206,,,18806.07,,,101.79,
WISH T PERU S.A.C.,2060389421,INFANTIL,ESCOLAR,20/01/2022,2483895,POLLY POCKET,PQ,PROPIAS,CD Villa El Salvador,SB,0.00,0.17,0.00,,428,,,26878.91,,,74.22,
WISH T PERU S.A.C.,2060389421,INFANTIL,ESCOLAR,20/01/2022,2483895,NINTENDO,PQ,TERCERAS,CD Villa El Salvador,SB,0.00,0.17,0.00,,1845,,,107808.13,,,319.92,
WISH T PERU S.A.C.,2060389421,INFANTIL,ESCOLAR,20/01/2022,2483894,POLLY POCKET,PQ,PROPIAS,CD Villa El Salvador,SB,0.17,0.00,0.00,44,,,3000.32,,,7.63,,
WISH T PERU S.A.C.,2060389421,INFANTIL,ESCOLAR,20/01/2022,2483894,NINTENDO,PQ,TERCERAS,CD Villa El Salvador,SB,0.17,0.00,0.00,269,,,15905.16,,,46.64,,
EMPRESAS COMERCIALES S.A.,2010195187,CALZADO,TERCERA CALZADO JUVENIL MODA,14/01/2022,2482888,BUBBLE GUMMERS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,1509,,,93795.79,,,506.21,
EMPRESAS COMERCIALES S.A.,2010195187,CALZADO,TERCERA CALZADO JUVENIL MODA,18/01/2022,2482887,BUBBLE GUMMERS,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,99,,,6291,,,146.13,,
EMPRESAS COMERCIALES S.A.,2010195187,CALZADO,CALZADO ESCOLAR,17/01/2022,2483546,BATA,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,24,,,1137.6,,,35.42,,
EMPRESAS COMERCIALES S.A.,2010195187,CALZADO,CALZADO ESCOLAR,17/01/2022,2483553,BUBBLE GUMMERS,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,36,,,1584.36,,,53.14,,
EMPRESAS COMERCIALES S.A.,2010195187,CALZADO,CALZADO ESCOLAR,17/01/2022,2483573,POWER,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,24,,,1320.72,,,35.42,,
EMPRESAS COMERCIALES S.A.,2010195187,CALZADO,CALZADO ESCOLAR,17/01/2022,2483574,POWER,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,240,,,13207.2,,,80.51,
EMPRESAS COMERCIALES S.A.,2010195187,CALZADO,CALZADO ESCOLAR,17/01/2022,2483554,BUBBLE GUMMERS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,756,,,33271.56,,,253.61,
EMPRESAS COMERCIALES S.A.,2010195187,CALZADO,CALZADO ESCOLAR,17/01/2022,2483547,BATA,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,938,,,44461.2,,,314.66,
TWM GROUP E.I.R.L.,2055438625,ELECTROHOGAR,COMPUTACION,19/01/2022,5460078067,TRUST,PQ,TERCERAS,CD Villa El Salvador,J&C,0.00,0.00,0.17,,,2,,,114,,,0.35
TWM GROUP E.I.R.L.,2055438625,ELECTROHOGAR,ELECTRONICA MENOR,19/01/2022,5460078067,ALTEC LANSING,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.00,1.07,,,5,,,315,,,5.37
ILKO PERU S.A.C.,2028990774,DECOHOGAR,COCINA,06/01/2022,2480149,ILKO,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,1138,,,21729.06,,,562.32,
CONSORCIO TEXTIL VIANNY S.A.C.,2050874036,INFANTIL,PROPIAS NINO,11/01/2022,2478410,HARVEST,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,1296,,,38088,,,289.84,
CONSORCIO TEXTIL VIANNY S.A.C.,2050874036,INFANTIL,PROPIAS NINO,11/01/2022,2478406,HARVEST,FLT,PROPIAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,1008,,,29184,,,935.53,,
CONSORCIO TEXTIL VIANNY S.A.C.,2050874036,INFANTIL,PROPIAS NINO,14/01/2022,2478410,HARVEST,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,720,,,20520,,,161.02,
CONSORCIO TEXTIL VIANNY S.A.C.,2050874036,INFANTIL,PROPIAS NINO,14/01/2022,2478406,HARVEST,FLT,PROPIAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,84,,,2394,,,77.96,,
WWK COMERCIAL S.A.C.,2060615293,DECOHOGAR,COCINA,17/01/2022,2483468,RECORD,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,634,,,93328.44,,,313.28,
WWK COMERCIAL S.A.C.,2060615293,DECOHOGAR,COCINA,17/01/2022,2483468,RECORD,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,290,,,15941.85,,,124.41,
ULTRA BRANDS S.A.C.,2060836978,CALZADO,TERCERA CALZADO HOMBRE URBANO,04/01/2022,5460078007,VANS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.00,1.38,,,2,,,233,,,2.75
ULTRA BRANDS S.A.C.,2060836978,ACCESORIOS,ACCESORIOS TERCERAS,20/01/2022,2484507,HERSCHEL,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,103,,,12529.1,,,95.59,,
ULTRA BRANDS S.A.C.,2060836978,ACCESORIOS,ACCESORIOS TERCERAS,20/01/2022,2484507,FJALLRAVEN,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,14,,,2697.94,,,12.99,,
ANTHAIX S.A.C.,2045807410,DECOHOGAR,COCINA,07/01/2022,2481602,PYREX,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,68,,,2725.63,,,33.60,
KAERCHER PERU S.A.,2054850263,ELECTROHOGAR,ELECTRODOMESTICOS,20/01/2022,5460078068,KARCHER,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.00,1.26,,,1,,,836,,,1.26
PROCESOS DE COLOR S A (PROCOLOR S.A,2010001820,ELECTROHOGAR,FOTOGRAFIA,10/01/2022,5460078044,FUJIFILM,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.00,1.07,,,3,,,852,,,3.22
INDUSTRIAS EL CISNE S.A.C.,2010141494,DECOHOGAR,DORMITORIO,07/01/2022,5460078037,EL CISNE,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,33.70,,,1,,,643,,,33.70
INDUSTRIAS EL CISNE S.A.C.,2010141494,DECOHOGAR,DORMITORIO,13/01/2022,5460078053,EL CISNE,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,33.70,,,1,,,1116,,,33.70
INDUSTRIA PERUANA DE CALCETINES S.A,2060541700,HOMBRE,ROPA INTERIOR HOMBRE,11/01/2022,2482312,BUNGU,PQ,TERCERAS,CD Villa El Salvador,FLT,0.00,0.17,0.00,,730,,,5995.68,,,126.58,
INDUSTRIA PERUANA DE CALCETINES S.A,2060541700,MUJER,MARCAS CORSETERIA NACIONAL,11/01/2022,2482054,BUNGU,PQ,TERCERAS,CD Villa El Salvador,FLT,0.00,0.17,0.00,,1041,,,8078.74,,,180.51,
DAY OFF S.A.C.,2060087655,ELECTROHOGAR,PROMOCIONES ELECTRO,17/01/2022,2483788,RIPLEY,SB,PROPIAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,500,,,6750,,,247.06,
SAMAUMA BRANDS S.A.C.,2055009104,DECOHOGAR,MENAJE DE MESA,07/01/2022,2481971,RIPLEY,SBN,PROPIAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,2166,,,65026.68,,,929.22,
CHUMPITAZ CEVALLOS LISSETT ESTEFANI,1045158767,ACCESORIOS,ACCESORIOS PROPIO,19/01/2022,2484215,BARBADOS,SB,PROPIAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,822,,,38502.12,,,406.17,
PRO BAGS PERU S.A.C.,2050577317,INFANTIL,ESCOLAR,17/01/2022,2483811,PORTA,PQ,TERCERAS,CD Villa El Salvador,SB,0.00,0.17,0.00,,14199,,,1076344.35,,,2462.11,
