Proveedor,RUC_PROVEEDOR,División,Departamento,Fecha Proceso,Documento (OC - GR),Marca,Tipo Producto,Tipo Marca,Sucursal Destino,MH,Tarifas S/. CROSS,Tarifas S/. PICK,Tarifas S/. DEV,Unidades CROSS,Unidades PICK,Unidades DEV,Stock S/. CROSS,Stock S/. PICK,Stock S/. DEV,Costo Log S/. CROSS,Costo Log S/. PICK,Costo Log S/. DEV
ELECTROLUX DEL PERU S.A.,2010007330,ELECTROHOGAR,LINEA BLANCA,06/01/2022,5460078026,ELECTROLUX,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,55.64,,,4,,,8122,,,222.54
ELECTROLUX DEL PERU S.A.,2010007330,ELECTROHOGAR,LINEA BLANCA,06/01/2022,5460078027,ELECTROLUX,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,45.29,,,3,,,4959,,,135.88
ELECTROLUX DEL PERU S.A.,2010007330,ELECTROHOGAR,ELECTRODOMESTICOS,06/01/2022,5460078026,ELECTROLUX,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.00,4.11,,,1,,,150,,,4.11
ELECTROLUX DEL PERU S.A.,2010007330,ELECTROHOGAR,ELECTRODOMESTICOS,06/01/2022,5460078027,ELECTROLUX,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.00,4.89,,,2,,,357,,,9.78
ELECTROLUX DEL PERU S.A.,2010007330,ELECTROHOGAR,ELECTRODOMESTICOS,06/01/2022,5460078027,ELECTROLUX,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.00,7.81,,,1,,,285,,,7.81
ELECTROLUX DEL PERU S.A.,2010007330,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2022,2484253,ELECTROLUX,SB,TERCERAS,CD Villa El Salvador,SB,0.00,8.01,0.00,,62,,,18121.32,,,496.52,
ELECTROLUX DEL PERU S.A.,2010007330,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2022,2484253,ELECTROLUX,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,8.11,0.00,,12,,,3551.28,,,97.31,
ELECTROLUX DEL PERU S.A.,2010007330,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2022,2484252,ELECTROLUX,SB,TERCERAS,CD Villa El Salvador,SB,6.56,0.00,0.00,93,,,22259.68,,,609.92,,
ELECTROLUX DEL PERU S.A.,2010007330,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2022,2484252,ELECTROLUX,SBN,TERCERAS,CD Villa El Salvador,SBN,8.11,0.00,0.00,8,,,2367.52,,,64.87,,
INDUSTRIA DEL MUEBLE S.A.C,2010153646,DECOHOGAR,DORMITORIO,18/01/2022,5460078064,NTO,PQ,PROPIAS,CD Villa El Salvador,BT,0.00,0.00,0.17,,,1,,,156,,,0.17
INDUSTRIA DEL MUEBLE S.A.C,2010153646,DECOHOGAR,MUEBLES,18/01/2022,5460078064,NTO,BT - OTROS,PROPIAS,CD Villa El Salvador,BT,0.00,0.00,33.70,,,1,,,593,,,33.70
MAPALSA S.A.C.,2010212707,ELECTROHOGAR,ELECTRODOMESTICOS,06/01/2022,5460078028,TAURUS,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.00,1.26,,,41,,,5049,,,51.81
MAPALSA S.A.C.,2010212707,ELECTROHOGAR,ELECTRODOMESTICOS,06/01/2022,5460078028,TAURUS,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.00,3.79,,,3,,,376,,,11.37
MAPALSA S.A.C.,2010212707,ELECTROHOGAR,ELECTRODOMESTICOS,14/01/2022,2483560,TAURUS,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,612,,,51867,,,302.41,
MAPALSA S.A.C.,2010212707,ELECTROHOGAR,ELECTRODOMESTICOS,14/01/2022,2483559,TAURUS,SB,TERCERAS,CD Villa El Salvador,SB,1.58,0.00,0.00,68,,,5763,,,107.49,,
MAPALSA S.A.C.,2010212707,ELECTROHOGAR,ELECTRODOMESTICOS,20/01/2022,2484022,TAURUS,SBN,TERCERAS,CD Villa El Salvador,SBN,1.58,0.00,0.00,90,,,15057.9,,,142.27,,
MAPALSA S.A.C.,2010212707,ELECTROHOGAR,ELECTRODOMESTICOS,20/01/2022,2484023,TAURUS,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,160,,,26769.6,,,68.64,
MAPALSA S.A.C.,2010212707,ELECTROHOGAR,ELECTRODOMESTICOS,18/01/2022,2483789,PRAKTICA,SB,TERCERAS,CD Villa El Salvador,SB,1.58,0.00,0.00,110,,,7824.3,,,173.88,,
MAPALSA S.A.C.,2010212707,ELECTROHOGAR,ELECTRODOMESTICOS,18/01/2022,2483790,PRAKTICA,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,170,,,12092.1,,,84.00,
MABE PERU SA,2029367060,ELECTROHOGAR,LINEA BLANCA,20/01/2022,2484140,MABE,BT - OTROS,TERCERAS,CD ALDEA6,BT,43.33,0.00,0.00,400,,,673860,,,17330.70,,
CORPORACION WOALLANCE S.A.C,2054401418,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,19/01/2022,2484408,WOALLANCE,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,684,,,17730.82,,,152.97,
CORPORACION WOALLANCE S.A.C,2054401418,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,15/01/2022,2482508,WOALLANCE,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,4111,,,108631.75,,,919.38,
CORPORACION WOALLANCE S.A.C,2054401418,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,18/01/2022,2482508,WOALLANCE,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,5355,,,137984.13,,,1197.59,
CORPORACION WOALLANCE S.A.C,2054401418,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,18/01/2022,5460078063,WOALLANCE,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.00,1.14,,,1,,,22,,,1.14
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,AUDIO,07/01/2022,5460078034,SONY,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.00,1.26,,,1,,,874,,,1.26
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,ELECTRONICA MENOR,20/01/2022,2483919,SONY,J&C,TERCERAS,CD Villa El Salvador,J&C,2.77,0.00,0.00,194,,,66453.44,,,537.99,,
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,ELECTRONICA MENOR,20/01/2022,2483920,SONY,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,311,,,67904.02,,,55.64,
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,ELECTRONICA MENOR,07/01/2022,5460078034,SONY,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.00,1.07,,,6,,,1396,,,6.45
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,07/01/2022,5460078035,SOLE,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,17.17,,,14,,,9661,,,240.34
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,17/01/2022,5460078061,SOLE,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,25.00,,,3,,,3015,,,75.01
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,10/01/2022,2480823,SOLE,BT - OTROS,TERCERAS,CD ALDEA6,BT,25.94,0.00,0.00,259,,,270093.99,,,6719.31,,
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,08/01/2022,2480823,SOLE,BT - OTROS,TERCERAS,CD ALDEA6,BT,14.73,0.00,0.00,120,,,71029.25,,,1767.04,,
TPV PERU S.A.C,2060338675,ELECTROHOGAR,COMPUTACION,17/01/2022,5460078060,AOC,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.00,1.07,,,1,,,950,,,1.07
TPV PERU S.A.C,2060338675,ELECTROHOGAR,TV-VIDEO,17/01/2022,5460078060,PHILIPS,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,33.70,,,6,,,10048,,,202.20
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,ELECTRODOMESTICOS,10/01/2022,5460078041,PHILIPS,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.00,3.79,,,1,,,380,,,3.79
FAJAS Y ELASTICOS TEXTILES S.A.C,2060068910,MUJER,MARCAS CORSETERIA NACIONAL,13/01/2022,2482829,JACINTA FERNANDEZ,PQ,TERCERAS,CD Villa El Salvador,FLT,0.00,0.17,0.00,,1629,,,32780.49,,,282.47,
LEO ANDES S.A.,2030140915,MUJER,MARCAS CORSETERIA NACIONAL,19/01/2022,2484146,LEONISA,PQ,TERCERAS,CD Villa El Salvador,FLT,0.00,0.17,0.00,,477,,,24334.85,,,82.71,
LEO ANDES S.A.,2030140915,MUJER,MARCAS CORSETERIA NACIONAL,19/01/2022,2484146,LEONISA,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,41,,,2881.95,,,9.17,
INTERNACIONAL DE MAQUINARIA Y COMER,2010034388,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2022,2483882,IMACO,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,354,,,36563.58,,,151.87,
INTERNACIONAL DE MAQUINARIA Y COMER,2010034388,ELECTROHOGAR,ELECTRODOMESTICOS,18/01/2022,2483882,IMACO,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,380,,,43956.8,,,163.02,
INTERNACIONAL DE MAQUINARIA Y COMER,2010034388,ELECTROHOGAR,ELECTRODOMESTICOS,18/01/2022,2483881,IMACO,SBN,TERCERAS,CD Villa El Salvador,SBN,1.58,0.00,0.00,396,,,44960.22,,,625.98,,
INTERNACIONAL DE MAQUINARIA Y COMER,2010034388,ELECTROHOGAR,ELECTRODOMESTICOS,10/01/2022,5460078042,IMACO,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.00,1.26,,,11,,,1095,,,13.90
INTERNACIONAL DE MAQUINARIA Y COMER,2010034388,ELECTROHOGAR,ELECTRODOMESTICOS,10/01/2022,5460078042,IMACO,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.00,3.79,,,12,,,1489,,,45.49
SNOW BOARDING S.A.C.,2037928844,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,20/01/2022,2483911,PARADA 111,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,2684,,,166490.28,,,600.25,
SNOW BOARDING S.A.C.,2037928844,MUJER,MARCAS JUVENIL NACIONAL MUJER,18/01/2022,2483908,PARADA 111,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,2298,,,103861.96,,,513.92,
HP INC PERU S.R.L.,2060021651,ELECTROHOGAR,COMPUTACION,14/01/2022,5460078054,HEWLETT PACKARD,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,33.70,,,1,,,1122,,,33.70
HP INC PERU S.R.L.,2060021651,ELECTROHOGAR,COMPUTACION,14/01/2022,5460078054,HEWLETT PACKARD,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.00,1.26,,,7,,,3920,,,8.84
HP INC PERU S.R.L.,2060021651,ELECTROHOGAR,COMPUTACION,14/01/2022,5460078054,HEWLETT PACKARD,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.00,1.07,,,31,,,68729,,,33.32
HP INC PERU S.R.L.,2060021651,ELECTROHOGAR,COMPUTACION,19/01/2022,2402873,HEWLETT PACKARD,J&C,TERCERAS,CD Villa El Salvador,J&C,2.77,0.00,0.00,503,,,872202,,,1394.88,,
TEXTILES ARVAL S.A.C.,2046148215,INFANTIL,LICENCIAS NINA,18/01/2022,2484016,MINNIE,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,1588,,,55628.4,,,355.14,
1010 SAC,2060266409,MUJER,CORSETERIA MARCA PROPIA,07/01/2022,2479891,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,9381,,,37524,,,2097.96,
G W YICHANG & CIA S A,2010003083,DECOHOGAR,COCINA,15/01/2022,2484448,MAGEFESA,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,33,,,9496.89,,,16.31,
G W YICHANG & CIA S A,2010003083,DECOHOGAR,COCINA,15/01/2022,2484448,MAGEFESA,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,6,,,382.3,,,2.57,
G W YICHANG & CIA S A,2010003083,DECOHOGAR,COCINA,13/01/2022,2483448,T-FAL,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,13,,,1402.98,,,6.42,
G W YICHANG & CIA S A,2010003083,DECOHOGAR,COCINA,13/01/2022,2483448,T-FAL,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,19,,,2239.66,,,8.15,
G W YICHANG & CIA S A,2010003083,DECOHOGAR,COCINA,13/01/2022,2483449,MAGEFESA,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,65,,,6339.98,,,32.12,
G W YICHANG & CIA S A,2010003083,DECOHOGAR,COCINA,13/01/2022,2483449,MAGEFESA,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,9,,,1041.7,,,3.86,
G W YICHANG & CIA S A,2010003083,DECOHOGAR,COCINA,05/01/2022,2481600,MAGEFESA,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,97,,,11327.64,,,47.93,
G W YICHANG & CIA S A,2010003083,DECOHOGAR,COCINA,05/01/2022,2481600,MAGEFESA,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,16,,,1831.1,,,6.86,
G W YICHANG & CIA S A,2010003083,DECOHOGAR,COCINA,05/01/2022,2481599,T-FAL,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,16,,,1715.28,,,7.91,
G W YICHANG & CIA S A,2010003083,DECOHOGAR,COCINA,05/01/2022,2481599,T-FAL,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,36,,,4469.35,,,15.44,
G W YICHANG & CIA S A,2010003083,AUTOLIQUIDABLES,PROMOCIONES PERECIBLES,13/01/2022,2482194,PRINGLES,PQ,TERCERAS,CD Villa El Salvador,J&C,0.00,0.17,0.00,,9646,,,61445.02,,,1672.62,
P.T. MARKET S.R.L.,2050561275,ELECTROHOGAR,FOTOGRAFIA,18/01/2022,2484226,LEXAR,PQ,TERCERAS,CD Villa El Salvador,J&C,0.00,0.17,0.00,,450,,,11601,,,78.03,
P.T. MARKET S.R.L.,2050561275,ELECTROHOGAR,FOTOGRAFIA,18/01/2022,2484225,LEXAR,PQ,TERCERAS,CD Villa El Salvador,J&C,0.17,0.00,0.00,100,,,2578,,,17.34,,
INVERSIONES LOS ROSALES S.A.,2037600636,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2022,2484450,THOMAS,SB,TERCERAS,CD Villa El Salvador,SB,1.58,0.00,0.00,732,,,232656.88,,,1157.11,,
INVERSIONES LOS ROSALES S.A.,2037600636,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2022,2484450,THOMAS,SBN,TERCERAS,CD Villa El Salvador,SBN,1.58,0.00,0.00,142,,,21081.11,,,224.47,,
INVERSIONES LOS ROSALES S.A.,2037600636,ELECTROHOGAR,CUIDADO PERSONAL,14/01/2022,2484035,SIEGEN,SB,TERCERAS,CD Villa El Salvador,SB,1.58,0.00,0.00,540,,,82868.14,,,853.60,,
INVERSIONES LOS ROSALES S.A.,2037600636,ELECTROHOGAR,CUIDADO PERSONAL,14/01/2022,2484035,SIEGEN,PQ,TERCERAS,CD Villa El Salvador,SB,0.17,0.00,0.00,33,,,0.33,,,5.72,,
INVERSIONES LOS ROSALES S.A.,2037600636,ELECTROHOGAR,CUIDADO PERSONAL,18/01/2022,2484036,SIEGEN,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,1265,,,206577.26,,,625.07,
INVERSIONES LOS ROSALES S.A.,2037600636,ELECTROHOGAR,CUIDADO PERSONAL,18/01/2022,2484036,SIEGEN,PQ,TERCERAS,CD Villa El Salvador,SB,0.00,0.17,0.00,,680,,,6.8,,,117.91,
ITALIAN BEAUTY S.A.C.,2051866673,ELECTROHOGAR,CUIDADO PERSONAL,11/01/2022,5460078047,GAMA,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.00,1.26,,,20,,,2687,,,25.27
ITALIAN BEAUTY S.A.C.,2051866673,ELECTROHOGAR,CUIDADO PERSONAL,11/01/2022,5460078047,GAMA,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.00,3.79,,,2,,,277,,,7.58
CLASS COMPLEMENTS SAC,2032979068,ACCESORIOS,ACCESORIOS TERCERAS,14/01/2022,2482327,CREPIER,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,1,,,42.1,,,0.49,
CLASS COMPLEMENTS SAC,2032979068,ACCESORIOS,ACCESORIOS TERCERAS,14/01/2022,2482327,CREPIER,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,0.43,0.00,,293,,,28737.13,,,125.70,
HELTEX S.A.,2010048923,MUJER,MARCAS FORMAL NACIONAL MUJER,14/01/2022,2482257,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,RTW,0.00,0.54,0.00,,368,,,32299.24,,,197.52,
HELTEX S.A.,2010048923,MUJER,MARCAS FORMAL NACIONAL MUJER,14/01/2022,2482266,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,RTW,0.00,0.54,0.00,,62,,,5389.66,,,33.28,
HELTEX S.A.,2010048923,MUJER,MARCAS FORMAL NACIONAL MUJER,13/01/2022,2482256,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,RTW,2.38,0.00,0.00,84,,,7302.24,,,199.75,,
HELTEX S.A.,2010048923,MUJER,MARCAS FORMAL NACIONAL MUJER,13/01/2022,2482265,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,RTW,2.38,0.00,0.00,60,,,5431.98,,,142.68,,
HELTEX S.A.,2010048923,MUJER,MARCAS FORMAL NACIONAL MUJER,12/01/2022,2482257,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,RTW,0.00,0.54,0.00,,492,,,42831.91,,,264.07,
HELTEX S.A.,2010048923,MUJER,MARCAS FORMAL NACIONAL MUJER,12/01/2022,2482266,CP MODA DE COLECCION,RTW,TERCERAS,CD Villa El Salvador,RTW,0.00,0.54,0.00,,328,,,28992.03,,,176.05,
TEXTI  COTTON    SAC,2053692451,INFANTIL,LICENCIAS NINA,04/01/2022,2480284,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,2650,,,59940.4,,,592.64,
TEXTI  COTTON    SAC,2053692451,INFANTIL,LICENCIAS BEBE,12/01/2022,2482518,DISNEY,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,36,,,1022.4,,,33.41,,
TEXTI  COTTON    SAC,2053692451,INFANTIL,LICENCIAS BEBE,12/01/2022,2482519,DISNEY,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,612,,,17380.8,,,136.87,
TEXTI  COTTON    SAC,2053692451,MUJER,BARBADOS MUJER,14/01/2022,2482903,BARBADOS,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,540,,,14580,,,120.77,
TEXTI  COTTON    SAC,2053692451,MUJER,BARBADOS MUJER,14/01/2022,2482902,BARBADOS,FLT,PROPIAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,114,,,3078,,,105.80,,
TEXTI  COTTON    SAC,2053692451,MUJER,INDEX MUJER,06/01/2022,2479888,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,15,,,882,,,13.92,,
TEXTI  COTTON    SAC,2053692451,MUJER,INDEX MUJER,06/01/2022,2479889,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,384,,,22579.2,,,85.88,
TEXTI  COTTON    SAC,2053692451,MUJER,MARCAS JUVENIL INTERNACIONAL MUJER,15/01/2022,2479488,PEPE JEANS,FLT,PROPIAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,90,,,3600,,,83.53,,
TEXTI  COTTON    SAC,2053692451,MUJER,MARCAS JUVENIL INTERNACIONAL MUJER,15/01/2022,2479489,PEPE JEANS,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,210,,,8400,,,46.96,
MAS DEPORTE E.I.R.L.,2038561626,DEPORTES,TIEMPO LIBRE,13/01/2022,2482812,TYR,PQ,TERCERAS,CD Villa El Salvador,SB,0.00,0.17,0.00,,1051,,,22417.64,,,182.24,
MAS DEPORTE E.I.R.L.,2038561626,DEPORTES,TIEMPO LIBRE,13/01/2022,2482814,TYR,PQ,TERCERAS,CD Villa El Salvador,SB,0.17,0.00,0.00,132,,,2684.52,,,22.89,,
GRETA PERU S.A.C.,2050698530,BELLEZA,PERF. SEMI-SELECTIVA,08/01/2022,2482229,HALLOWEEN,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,13,,,1561.69,,,2.33,
GRETA PERU S.A.C.,2050698530,BELLEZA,PERF. SEMI-SELECTIVA,08/01/2022,2482229,4711,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,19,,,2498.53,,,3.40,
GRETA PERU S.A.C.,2050698530,BELLEZA,PERF. SELECTIVA,08/01/2022,2482233,ROCHAS,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,5,,,990.8,,,0.89,
GRETA PERU S.A.C.,2050698530,BELLEZA,PERF. SELECTIVA,08/01/2022,2482233,COACH,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,33,,,4847.32,,,5.90,
GRETA PERU S.A.C.,2050698530,BELLEZA,PERF. SELECTIVA,08/01/2022,2482233,MONTBLANC,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,21,,,4047.77,,,3.76,
GRETA PERU S.A.C.,2050698530,BELLEZA,PERF. SELECTIVA,08/01/2022,2482233,JIMMY CHOO,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,17,,,2999.65,,,3.04,
GRUPO DELTRON S.A.,2021233137,ELECTROHOGAR,COMPUTACION,05/01/2022,2474799,HEWLETT PACKARD,PQ,TERCERAS,CD Villa El Salvador,J&C,0.17,0.00,0.00,1946,,,77.84,,,337.44,,
ISSAPERU S.A.C.,2055051038,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,14/01/2022,2482879,MAUI AND SONS,PQ,TERCERAS,CD Villa El Salvador,FLT,0.00,0.17,0.00,,1046,,,34764.6,,,181.38,
ISSAPERU S.A.C.,2055051038,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,14/01/2022,2482879,MAUI AND SONS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,1598,,,95878.78,,,357.38,
ISSAPERU S.A.C.,2055051038,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,07/01/2022,2482008,MAUI AND SONS,PQ,TERCERAS,CD Villa El Salvador,FLT,0.00,0.17,0.00,,140,,,4922.64,,,24.28,
ISSAPERU S.A.C.,2055051038,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,07/01/2022,2482008,MAUI AND SONS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,664,,,23606.9,,,148.50,
PRODUCTOS PARAISO DEL PERU S.A.C.,2010001439,DECOHOGAR,DORMITORIO,06/01/2022,5460078023,PARAISO,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,33.70,,,2,,,5227,,,67.40
PRODUCTOS PARAISO DEL PERU S.A.C.,2010001439,DECOHOGAR,DORMITORIO,14/01/2022,5460078059,PARAISO,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,33.70,,,1,,,1248,,,33.70
PRODUCTOS PARAISO DEL PERU S.A.C.,2010001439,DECOHOGAR,DORMITORIO,05/01/2022,5460078014,PARAISO,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,33.70,,,2,,,920,,,67.40
PRODUCTOS PARAISO DEL PERU S.A.C.,2010001439,OTROS,PROMOCIONES MISCELANEO,07/01/2022,2481941,PARAISO,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,437500,,,294030,,,216181.71,
PRODUCTOS PARAISO DEL PERU S.A.C.,2010001439,OTROS,PROMOCIONES MISCELANEO,07/01/2022,2481942,PARAISO,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,93500,,,61710,,,46201.12,
OTTO JEANS S.A.C.,2060092078,MUJER,INDEX MUJER,20/01/2022,2465113,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,249,,,10707,,,55.69,
OTTO JEANS S.A.C.,2060092078,MUJER,INDEX MUJER,20/01/2022,2465104,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,545,,,23435,,,121.88,
OTTO JEANS S.A.C.,2060092078,MUJER,INDEX MUJER,20/01/2022,2465112,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,504,,,21672,,,467.76,,
OTTO JEANS S.A.C.,2060092078,MUJER,INDEX MUJER,17/01/2022,2465113,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,1977,,,85011,,,442.14,
OTTO JEANS S.A.C.,2060092078,MUJER,INDEX MUJER,17/01/2022,2465104,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,800,,,34400,,,178.91,
OTTO JEANS S.A.C.,2060092078,MUJER,INDEX MUJER,17/01/2022,2465112,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,576,,,24768,,,534.59,,
OTTO JEANS S.A.C.,2060092078,MUJER,INDEX MUJER,05/01/2022,2465113,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,277,,,11911,,,61.95,
OTTO JEANS S.A.C.,2060092078,MUJER,INDEX MUJER,05/01/2022,2465812,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,22,,,946,,,20.42,,
OTTO JEANS S.A.C.,2060092078,MUJER,INDEX MUJER,05/01/2022,2465813,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,678,,,29454,,,151.63,
OTTO JEANS S.A.C.,2060092078,MUJER,INDEX MUJER,05/01/2022,2460897,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,11,,,407,,,10.21,,
OTTO JEANS S.A.C.,2060092078,MUJER,INDEX MUJER,05/01/2022,2465112,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,504,,,21672,,,467.76,,
OTTO JEANS S.A.C.,2060092078,MUJER,INDEX MUJER,05/01/2022,2460898,INDEX,FLT,PROPIAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,489,,,18093,,,109.36,
